Date,Open,High,Low,Close,Adj Close,Volume
2014-08-25,54.299999,54.330002,53.962502,54.005001,51.705860,4962400
2014-08-26,54.122501,54.500000,54.044998,54.182499,51.875801,6944000
2014-08-27,54.279999,54.382500,53.822498,54.282501,51.971550,8035600
2014-08-28,53.750000,53.935001,53.442501,53.650002,51.365971,11083600
2014-08-29,53.639999,53.750000,53.025002,53.130001,50.868111,14646000
2014-09-02,53.352501,53.742500,53.177502,53.682499,51.397102,8066400
2014-09-03,53.767502,54.040001,53.577499,53.724998,51.437778,7788400
2014-09-04,53.860001,54.029999,53.500000,53.564999,51.284595,9492400
2014-09-05,53.590000,53.592499,53.275002,53.552502,51.272625,8202800
2014-09-08,53.502499,54.055000,53.375000,53.942501,51.646027,10266400
2014-09-09,53.822498,53.867500,53.500000,53.570000,51.289379,7328800
2014-09-10,53.517502,54.662498,53.509998,54.220001,51.911709,12646800
2014-09-11,54.174999,54.187500,53.612499,53.737499,51.449753,8861200
2014-09-12,53.720001,53.937500,53.187500,53.509998,51.231934,8710800
2014-09-15,53.462502,53.902500,53.462502,53.660000,51.375549,7036800
2014-09-16,53.727501,54.445000,53.412498,54.325001,52.012230,9211600
2014-09-17,54.250000,54.372501,53.424999,53.882500,51.588573,12321200
2014-09-18,53.982498,54.169998,53.787498,54.110001,51.806400,9215200
2014-09-19,54.422501,54.537498,53.872501,54.062500,51.760906,20475200
2014-09-22,54.244999,54.244999,53.437500,53.470001,51.193642,9074000
2014-09-23,53.474998,53.474998,53.115002,53.115002,50.853752,7959600
2014-09-24,53.195000,53.750000,53.062500,53.602501,51.320499,8336000
2014-09-25,53.509998,53.567501,52.605000,52.677502,50.434883,11729600
2014-09-26,52.862499,53.055000,52.639999,52.985001,50.729279,7178800
2014-09-29,52.552502,52.865002,52.279999,52.732498,50.487530,8788800
2014-09-30,52.792500,53.505001,52.755001,53.342499,51.071560,11456000
2014-10-01,53.212502,53.452499,52.437500,52.502499,50.267330,11686000
2014-10-02,52.250000,52.500000,51.950001,52.430000,50.197906,11411600
2014-10-03,52.757500,53.075001,52.544998,52.997501,50.741253,9960800
2014-10-06,53.147499,53.287498,52.915001,52.947498,50.693382,8937200
2014-10-07,52.702499,52.772499,51.962502,52.012501,49.798191,8949600
2014-10-08,52.007500,53.134998,51.924999,53.090000,50.829815,14038800
2014-10-09,53.052502,53.052502,51.895000,51.927502,49.716808,10996800
2014-10-10,51.972500,52.392502,51.244999,51.244999,49.063366,11744400
2014-10-13,51.125000,51.937500,50.930000,51.070000,48.895813,12188800
2014-10-14,51.102501,51.474998,50.610001,50.680000,48.522411,14018000
2014-10-15,50.215000,50.492500,49.237499,50.062500,47.931206,19668000
2014-10-16,49.272499,50.802502,48.797501,50.750000,48.589432,15625600
2014-10-17,51.209999,51.642502,50.892502,51.500000,49.307507,12731600
2014-10-20,51.382500,52.049999,51.285000,51.962502,49.750301,7628000
2014-10-21,52.445000,53.345001,51.974998,53.327499,51.057201,12986000
2014-10-22,53.322498,53.487499,52.692501,52.730000,50.485142,11042000
2014-10-23,53.467499,53.974998,53.169998,53.570000,51.289379,9729600
2014-10-24,53.407501,53.537498,52.965000,53.369999,51.097893,10896000
2014-10-27,53.264999,53.682499,53.052502,53.352501,51.081142,6658800
2014-10-28,53.652500,54.215000,53.514999,54.177502,51.871021,10497600
2014-10-29,54.077499,54.599998,53.437500,53.665001,51.380337,16095200
2014-10-30,57.132500,59.820000,57.005001,59.162498,56.643787,50857600
2014-10-31,59.322498,60.625000,59.322498,60.357498,57.787914,24956000
2014-11-03,60.244999,60.799999,59.750000,60.384998,57.814247,12716000
2014-11-04,59.912498,60.752499,59.775002,60.742500,58.156528,16644400
2014-11-05,61.040001,63.084999,61.000000,62.382500,59.726707,21939600
2014-11-06,62.377499,62.724998,61.884998,62.522499,59.860752,13212000
2014-11-07,62.529999,63.107498,62.259998,63.107498,60.420837,9507600
2014-11-10,62.994999,63.099998,62.132500,62.552502,59.889477,13145200
2014-11-11,62.294998,62.470001,62.040001,62.432499,59.774570,8467600
2014-11-12,62.212502,63.040001,62.084999,62.987499,60.773190,10897200
2014-11-13,63.099998,63.099998,62.397499,62.730000,60.524750,12473200
2014-11-14,62.785000,62.790001,62.182499,62.209999,60.023022,8532800
2014-11-17,62.145000,62.857498,62.040001,62.450001,60.254581,9876800
2014-11-18,62.447498,62.932499,62.267502,62.432499,60.237690,7647200
2014-11-19,62.557499,62.707500,61.797501,62.465000,60.269066,6642800
2014-11-20,61.882500,62.972500,61.877499,62.917500,60.705650,6704000
2014-11-21,63.785000,64.139999,63.205002,63.555000,61.320744,11886800
2014-11-24,63.750000,63.812500,63.400002,63.654999,61.417221,10724800
2014-11-25,63.840000,64.500000,63.705002,64.315002,62.054031,12966400
2014-11-26,64.370003,64.737503,63.900002,64.315002,62.054031,7977200
2014-11-28,64.644997,64.875000,64.474998,64.547501,62.278351,5186800
2014-12-01,64.067497,65.162498,64.067497,64.537498,62.268684,10925600
2014-12-02,64.792503,65.062500,64.557503,65.002502,62.717358,8535200
2014-12-03,64.910004,65.470001,64.672501,65.400002,63.100883,9382000
2014-12-04,65.519997,65.562500,65.012497,65.285004,62.989929,7362400
2014-12-05,65.410004,65.872498,65.250000,65.837502,63.522991,7838000
2014-12-08,65.875000,66.407501,65.629997,65.775002,63.462692,12342000
2014-12-09,64.875000,66.182503,64.875000,66.035004,63.713566,10454000
2014-12-10,65.945000,66.209999,65.250000,65.430000,63.129829,8528000
2014-12-11,65.737503,66.394997,65.627502,65.779999,63.467510,13383600
2014-12-12,65.132500,66.112503,64.195000,64.195000,61.938240,15325600
2014-12-15,64.542503,64.712502,63.272499,64.175003,61.918949,12825200
2014-12-16,63.230000,64.612503,63.087502,63.352501,61.125366,12050400
2014-12-17,63.529999,64.889999,63.424999,64.769997,62.493031,9714400
2014-12-18,65.459999,66.112503,65.285004,66.040001,63.718391,10318000
2014-12-19,65.839996,66.144997,65.345001,65.417503,63.117767,15563600
2014-12-22,65.605003,66.077499,65.507500,66.052498,63.730446,5680000
2014-12-23,66.252502,66.605003,66.014999,66.315002,63.983704,5537600
2014-12-24,66.372498,67.212502,66.345001,66.907501,64.555389,5236800
2014-12-26,66.907501,67.330002,66.654999,66.654999,64.311760,4768800
2014-12-29,66.620003,66.925003,66.262497,66.357498,64.024719,5262400
2014-12-30,66.275002,66.345001,65.769997,66.137497,63.812458,4781600
2014-12-31,66.370003,66.812500,65.544998,65.550003,63.245613,1508100
2015-01-02,65.845001,66.687500,65.622498,66.254997,63.925816,2097400
2015-01-05,65.872498,65.875000,64.717499,64.792503,62.514755,3187800
2015-01-06,64.947502,65.195000,63.715000,64.375000,62.111927,2767500
2015-01-07,64.610001,65.285004,64.362503,65.237503,62.944092,2336700
2015-01-08,65.800003,66.279999,65.657501,66.112503,63.788334,2610800
2015-01-09,65.902496,66.117500,64.942497,65.132500,62.842789,2627300
2015-01-12,65.260002,65.500000,64.785004,65.004997,62.719769,1597600
2015-01-13,65.504997,66.452499,64.777496,65.195000,62.903099,2563800
2015-01-14,64.160004,64.650002,63.529999,63.889999,61.643967,3056300
2015-01-15,64.177498,64.367500,63.090000,63.282501,61.057823,2642300
2015-01-16,62.974998,63.775002,62.875000,63.737499,61.496819,2784300
2015-01-20,64.055000,64.922501,63.564999,64.209999,61.952721,3733300
2015-01-21,64.040001,64.907501,63.625000,64.320000,62.058838,2446000
2015-01-22,63.862499,64.750000,63.342499,64.400002,62.136040,2891500
2015-01-23,64.629997,65.162498,64.544998,64.572502,62.302479,1525600
2015-01-26,64.235001,64.322502,63.450001,64.132500,61.877941,2138100
2015-01-27,63.447498,63.447498,62.145000,62.747501,60.541618,2756900
2015-01-28,63.132500,63.252499,61.575001,61.590000,59.424828,2857700
2015-01-29,61.882500,62.200001,61.292500,62.000000,59.820404,3917100
2015-01-30,65.099998,65.904999,63.727501,63.727501,61.487167,5537900
2015-02-02,64.077499,64.077499,62.424999,63.834999,61.590897,3416300
2015-02-03,64.177498,65.112503,63.685001,64.947502,62.664280,3765700
2015-02-04,64.897499,66.682503,64.775002,66.222504,63.894474,5542700
2015-02-05,66.812500,67.949997,66.474998,67.949997,65.561234,4141400
2015-02-06,67.937500,68.112503,66.510002,66.855003,64.504738,2790600
2015-02-09,66.852501,67.084999,66.320000,66.364998,64.031967,1958600
2015-02-10,66.687500,66.967499,65.907501,66.137497,63.812458,2349200
2015-02-11,66.245003,66.574997,66.062500,66.497498,64.628853,2198900
2015-02-12,66.904999,67.727501,66.764999,67.727501,65.824295,2910400
2015-02-13,68.187500,68.187500,67.195000,67.407501,65.513260,2119000
2015-02-17,67.870003,67.997498,67.467499,67.717499,65.814568,1702600
2015-02-18,67.717499,67.750000,67.037498,67.279999,65.389351,1603200
2015-02-19,67.517502,67.517502,67.000000,67.275002,65.384514,1413700
2015-02-20,67.260002,68.250000,66.764999,68.250000,66.332100,2258700
2015-02-23,68.239998,68.330002,67.562500,68.252502,66.334526,1663700
2015-02-24,68.452499,68.452499,67.792503,68.117500,66.203323,2261300
2015-02-25,67.815002,68.557503,67.815002,68.252502,66.334526,1710700
2015-02-26,68.300003,68.625000,68.004997,68.437500,66.514336,3364900
2015-02-27,68.367500,68.547501,67.827499,67.827499,65.921478,1991300
2015-03-02,69.177498,69.572502,68.610001,69.572502,67.617432,2913400
2015-03-03,69.662498,69.662498,68.375000,68.824997,66.890938,2201800
2015-03-04,68.787498,68.787498,68.062500,68.437500,66.514336,1998200
2015-03-05,68.750000,68.785004,68.437500,68.532501,66.606682,1689000
2015-03-06,68.349998,68.620003,67.312500,67.334999,65.442825,2897700
2015-03-09,67.629997,68.052498,67.269997,67.855003,65.948204,2225500
2015-03-10,67.410004,67.464996,66.300003,66.300003,64.436913,2755200
2015-03-11,66.407501,66.845001,65.762497,66.187500,64.327560,3026300
2015-03-12,66.599998,67.500000,66.574997,67.394997,65.501106,2382700
2015-03-13,67.209999,67.209999,66.125000,66.257500,64.395592,3144700
2015-03-16,66.722504,67.512497,66.657501,67.254997,65.365074,2462400
2015-03-17,67.014999,67.089996,66.035004,66.125000,64.266823,3066000
2015-03-18,66.022499,66.995003,64.752502,66.917503,65.037056,12264500
2015-03-19,66.830002,67.190002,65.750000,66.809998,64.932579,15407500
2015-03-20,67.250000,67.699997,66.779999,67.410004,65.515709,15372000
2015-03-23,68.029999,68.209999,67.070000,67.080002,65.195000,8117600
2015-03-24,67.099998,67.690002,66.839996,67.099998,65.214409,6534800
2015-03-25,67.099998,67.430000,65.730003,65.730003,63.882927,13054300
2015-03-26,65.250000,66.300003,65.019997,65.589996,63.746841,9487200
2015-03-27,65.519997,65.809998,65.150002,65.540001,63.698254,6461500
2015-03-30,66.019997,66.320000,65.500000,65.660004,63.814896,11237100
2015-03-31,65.470001,66.209999,65.389999,65.410004,63.571907,7400500
2015-04-01,65.449997,65.519997,64.449997,65.180000,63.348373,7626100
2015-04-02,64.989998,65.620003,64.809998,65.290001,63.455273,5083000
2015-04-06,64.730003,65.639999,64.410004,65.199997,63.367794,8351200
2015-04-07,65.379997,66.190002,65.309998,65.800003,63.950943,6660800
2015-04-08,65.889999,66.839996,65.800003,66.500000,64.631271,6604200
2015-04-09,66.570000,66.820000,65.760002,66.440002,64.572960,5408500
2015-04-10,66.690002,66.690002,65.930000,66.339996,64.475777,4628500
2015-04-13,66.220001,66.800003,65.510002,65.610001,63.766281,5059800
2015-04-14,65.519997,65.940002,64.879997,65.529999,63.688530,5607500
2015-04-15,65.599998,65.910004,65.300003,65.680000,63.834332,5347100
2015-04-16,65.529999,66.010002,65.349998,65.650002,63.805157,4121300
2015-04-17,65.099998,65.500000,64.349998,64.519997,62.706913,11212900
2015-04-20,65.000000,65.209999,64.580002,64.720001,62.901299,5946900
2015-04-21,65.029999,65.830002,64.989998,65.349998,63.513584,9619700
2015-04-22,65.820000,69.980003,65.790001,68.010002,66.098846,20912400
2015-04-23,68.199997,68.220001,67.519997,67.720001,65.816986,7193400
2015-04-24,68.129997,68.180000,67.309998,67.480003,65.583748,6219900
2015-04-27,68.389999,68.610001,66.930000,67.099998,65.214409,7122400
2015-04-28,67.309998,67.500000,66.410004,66.769997,64.893684,6297500
2015-04-29,66.860001,68.459999,66.779999,67.339996,65.447685,9812400
2015-04-30,67.180000,67.500000,65.419998,66.050003,64.193924,11780600
2015-05-01,65.220001,66.660004,65.150002,65.769997,63.921795,10142800
2015-05-04,66.050003,66.139999,65.470001,65.580002,63.737137,7426400
2015-05-05,65.769997,66.389999,65.599998,65.959999,64.106453,8099800
2015-05-06,66.150002,66.650002,65.230003,65.669998,63.824612,7084600
2015-05-07,65.580002,66.779999,65.540001,66.580002,64.709038,6660300
2015-05-08,67.139999,70.160004,67.010002,69.470001,67.517807,18359000
2015-05-11,69.300003,69.699997,68.790001,69.019997,67.080444,10998500
2015-05-12,68.550003,69.000000,67.970001,68.690002,66.759727,7438200
2015-05-13,68.750000,68.879997,68.190002,68.650002,66.837624,5129800
2015-05-14,68.959999,70.029999,68.849998,70.000000,68.151970,6491100
2015-05-15,70.099998,70.690002,69.309998,69.570000,67.733337,7121000
2015-05-18,69.739998,70.239998,69.129997,70.000000,68.151970,5553800
2015-05-19,70.139999,70.559998,70.000000,70.160004,68.307770,4351000
2015-05-20,70.250000,70.320000,69.480003,69.779999,67.937790,4870100
2015-05-21,69.550003,69.870003,69.279999,69.370003,67.538620,6483800
2015-05-22,69.300003,69.849998,69.300003,69.620003,67.782013,4511700
2015-05-26,69.309998,69.500000,68.309998,68.540001,66.730522,6228100
2015-05-27,68.849998,69.739998,68.500000,69.489998,67.655449,7064800
2015-05-28,69.480003,69.779999,68.800003,69.559998,67.723602,3893900
2015-05-29,69.330002,69.599998,68.519997,68.680000,66.866844,6516300
2015-06-01,69.129997,69.449997,68.430000,69.110001,67.285469,6309400
2015-06-02,68.730003,69.459999,68.010002,69.040001,67.217331,4457400
2015-06-03,69.260002,69.500000,68.889999,68.949997,67.129715,4906400
2015-06-04,68.629997,69.150002,68.029999,68.209999,66.409225,6460000
2015-06-05,68.290001,68.699997,68.000000,68.370003,66.565010,4413100
2015-06-08,68.190002,68.290001,67.620003,67.680000,65.893234,4833700
2015-06-09,67.669998,68.089996,67.529999,67.949997,66.156113,4439700
2015-06-10,68.220001,69.669998,68.110001,69.629997,67.791748,6807800
2015-06-11,69.699997,70.019997,69.419998,69.639999,67.801498,5238700
2015-06-12,69.430000,69.739998,69.019997,69.330002,67.499680,4900700
2015-06-15,68.720001,68.989998,68.169998,68.570000,66.759727,5995100
2015-06-16,68.449997,69.169998,68.290001,69.010002,67.188133,5937400
2015-06-17,69.110001,69.410004,68.510002,68.750000,66.934982,7818300
2015-06-18,68.900002,69.839996,68.879997,69.500000,67.665169,7596800
2015-06-19,69.269997,69.330002,68.480003,68.690002,66.876564,8728800
2015-06-22,69.320000,69.440002,68.900002,69.089996,67.265999,5511700
2015-06-23,69.099998,69.589996,69.089996,69.419998,67.587296,3888700
2015-06-24,69.110001,69.400002,68.760002,68.860001,67.042076,4670600
2015-06-25,69.379997,69.379997,68.510002,68.620003,66.808426,4705100
2015-06-26,68.699997,69.209999,68.410004,68.750000,66.934982,7025600
2015-06-29,67.989998,68.489998,66.690002,66.720001,64.958565,9706700
2015-06-30,67.339996,67.480003,66.760002,67.150002,65.377220,6811000
2015-07-01,67.940002,68.300003,67.529999,67.849998,66.058739,6260800
2015-07-02,68.150002,68.320000,67.620003,68.239998,66.438431,5053000
2015-07-06,67.550003,68.120003,67.360001,68.120003,66.321625,5270600
2015-07-07,68.110001,68.199997,66.529999,67.769997,65.980858,6500700
2015-07-08,67.010002,67.320000,66.650002,66.730003,64.968315,5973500
2015-07-09,67.650002,67.940002,67.019997,67.050003,65.279892,4837800
2015-07-10,67.980003,68.540001,67.910004,68.419998,66.613686,5110200
2015-07-13,69.050003,69.599998,68.830002,69.519997,67.684662,6832300
2015-07-14,69.970001,70.300003,69.470001,70.099998,68.249336,5635400
2015-07-15,70.129997,70.279999,69.690002,70.019997,68.171463,4506200
2015-07-16,70.430000,70.589996,69.970001,70.570000,68.706932,6512500
2015-07-17,70.400002,70.959999,70.279999,70.879997,69.008743,6287600
2015-07-20,71.290001,73.000000,71.230003,72.699997,70.780701,10198500
2015-07-21,72.839996,72.879997,71.760002,72.019997,70.118637,10919600
2015-07-22,71.940002,72.150002,71.620003,71.970001,70.069977,6303200
2015-07-23,72.199997,72.250000,71.199997,71.750000,69.855782,10755700
2015-07-24,76.779999,76.919998,74.400002,74.800003,72.825264,21196100
2015-07-27,74.279999,74.709999,73.580002,73.860001,71.910072,10293800
2015-07-28,74.300003,75.180000,73.849998,74.739998,72.766846,10054300
